Milliseconds,X,Y,Z
8001,8.156555,3.6118164,5.9723053
8052,6.2380066,3.9044647,6.1623993
8101,6.410248,6.029785,1.9372406
8151,6.7786407,7.5218353,0.36408997
8202,6.2667084,6.9077454,0.46865845
8251,6.649475,7.3155212,0.49241638
8301,6.9317474,6.5191193,0.79660034
8352,6.8934784,7.459442,0.7110443
8401,6.955658,7.090042,0.6825409
8451,7.290573,6.3608246,0.99620056
8501,9.902847,5.9962006,4.926697
8552,13.500732,8.673233,8.263107
8601,22.576752,20.240112,7.7450714
8651,18.2995,18.714493,-17.15915
8701,8.118286,-2.4762726,-32.82408
8752,3.9319305,-16.619446,-22.57724
8802,6.257141,-24.5354,-0.6529846
8851,13.127548,-19.929749,37.3497
8901,25.08377,-3.4069824,35.610214
8952,27.480759,16.5652,-11.351334
9001,21.390213,13.254898,-10.172668
9051,9.405289,7.622574,-14.098404
9101,4.750061,5.6987457,-27.196869
9151,4.520401,4.681671,-19.350159
9201,12.1419525,0.023254395,-9.231628
9252,23.055191,0.15278625,10.948395
9301,18.730087,2.177353,16.204895
9351,10.9075775,3.3623505,12.488281
9401,5.984436,6.7014313,0.53996277
9451,6.381531,5.3005524,0.88690186
9502,6.716461,6.370407,-2.577835
9551,7.419754,7.459442,-2.8582306
9601,7.0370026,6.984497,-0.8715973
9652,6.6638184,6.8693542,-1.094986
9701,7.04657,6.5479126,-0.30126953
9752,7.2762146,6.615082,-0.06838989
9801,7.1996613,6.6342773,-0.50564575
9851,7.4963074,6.854965,-0.18244934
9901,7.4006195,6.946121,0.0884552
9952,7.553711,7.224365,-0.24899292
10001,7.749878,6.8741455,0.3355713
10051,8.496246,7.1859894,0.15496826
10101,12.443375,10.793762,4.8221436
10151,13.577286,14.363129,4.574997
10202,13.098846,14.828491,8.567276
10251,10.438705,6.878952,7.0416565
10301,0.69766235,-2.8840485,-30.685364
10351,-1.8332825,-6.7796783,-31.79274
10402,-0.9290314,-22.318924,-15.476685
10451,6.8264923,-21.191498,34.17964
10502,36.64769,4.72966,50.495697
10551,26.92099,18.858429,-2.2308807
10601,15.921646,15.979904,-35.52362
10651,1.8650665,5.228592,-31.67392
10701,-3.6657104,-11.1310425,-15.628784
10752,0.44888306,-20.116852,16.817978
10801,24.734512,-2.8504791,33.999054
10851,41.747864,13.777832,12.939774
10901,18.78749,16.123825,-12.011963
10951,7.7690277,8.179077,-22.187515
11001,4.3720856,5.084656,-8.49971
11051,5.4725037,3.9044647,-0.09690857
11102,6.209305,5.242981,3.7860413
11151,6.261917,7.11882,1.2671051
11201,6.9125977,7.2675476,1.6948547
11251,6.71167,7.4642487,0.8441162
11301,6.8743286,7.5697937,0.38311768
11351,7.151825,7.1763916,0.32608032
11402,6.52507,7.4738464,0.1977539
11451,6.386322,7.641754,0.34033203
11501,6.1614532,7.531418,-0.20147705
11552,6.69252,7.728119,0.5827179
11601,7.0991974,8.308609,-0.120666504
11651,8.568008,9.949371,1.2433472
11701,9.094299,14.075272,0.5779724
11751,8.8311615,18.345078,4.8839264
11801,10.654022,18.172379,1.3669281
11852,6.2380066,1.0739136,-27.919281
11901,3.4726257,-5.743393,-24.079086
11952,2.243042,-28.023209,-10.224945
12001,9.587097,-21.647263,37.150085
12051,27.490326,8.044754,41.085342
12101,26.246384,20.623932,1.8659515
12151,22.88295,20.211334,-22.154236
12202,5.328964,7.747299,-25.728287
12251,-0.38360596,-3.6660614,-15.305603
12301,0.22401428,-8.415634,-4.37912
12351,2.8315125,-8.406036,9.655655
12402,31.423111,-1.1905212,40.220352
12451,34.044968,12.1514435,3.7147675
12501,17.146439,17.136108,-11.522446
12551,9.228256,9.330505,-19.278854
12601,5.989212,4.8543854,-6.7126923
12652,5.486847,3.9908142,-0.8288269
12701,5.290695,5.218994,0.2785492
12752,6.3145447,6.74942,1.7138672
12801,6.247574,7.982376,0.59698486
12851,6.654251,7.886444,1.0389862
12901,6.448517,7.622574,0.38311768
12951,5.8265533,6.6102753,-0.29177856
13002,7.319275,7.886444,0.7823334
13051,6.87912,7.689743,-0.6672363
13101,6.726013,8.706818,0.5922394
13151,6.1375275,7.6321564,0.040908813
13202,5.879181,7.651367,0.1977539
13252,5.1375885,6.8213806,0.14073181
13301,5.3672333,8.011169,-0.13969421
13352,6.1566772,8.193481,-0.1586914
13402,6.726013,9.867828,-0.09214783
13452,6.883911,9.282532,0.10745239
13501,6.0322723,9.493607,0.3688507
13552,5.8696136,9.747879,0.44966125
13602,6.132736,12.362549,2.71669
13651,4.3960114,14.271973,2.1226044
