Milliseconds,X,Y,Z
4580,4.922287,8.620453,0.9724426
4591,4.946228,8.567688,0.95344543
4600,4.922287,8.553284,0.9106598
4610,4.884018,8.519714,0.9011688
4621,4.8648834,8.529297,0.825119
4630,4.9079437,8.577286,0.8393707
4640,4.8648834,8.61087,0.87739563
4651,4.884018,8.634842,0.920166
4660,4.9127197,8.548492,0.90589905
4670,4.888809,8.53891,0.91542053
4681,4.860092,8.553284,0.92492676
4690,4.793106,8.562897,0.91542053
4700,4.7357025,8.543701,0.8631439
4710,4.7357025,8.4813385,0.84887695
4720,4.721344,8.447754,0.8821411
4730,4.6735077,8.452545,0.90589905
4741,4.625656,8.457352,0.9106598
4750,4.5299835,8.433365,0.89164734
4760,4.477356,8.366196,0.81559753
4771,4.520401,8.347,0.71580505
4780,4.515625,8.375778,0.7015381
4790,4.6974335,8.462128,0.6825409
4800,4.750061,8.50531,0.75857544
4810,4.8936005,8.418961,0.79660034
4821,4.984497,8.409363,0.87739563
4830,5.008423,8.428558,0.9106598
4840,4.95578,8.476532,0.8964081
4850,4.922287,8.50531,0.7823334
4860,4.8936005,8.452545,0.7205658
4870,4.9653473,8.495728,0.7110443
4881,4.9366455,8.562897,0.8203583
4890,4.9031525,8.582077,0.93917847
4900,4.941437,8.596466,1.005722
4911,4.888809,8.519714,1.0532379
4920,4.8696747,8.476532,1.0152283
4930,4.884018,8.404572,0.9011688
4941,4.8648834,8.375778,0.87739563
4950,4.8457336,8.457352,0.8298645
4960,4.78833,8.48613,0.825119
4970,4.78833,8.490921,0.8393707
4980,4.78833,8.4813385,0.75857544
4990,4.7357025,8.4813385,0.73005676
5001,4.683075,8.50531,0.69677734
5010,4.74527,8.442947,0.7205658
5020,4.817047,8.462128,0.7348175
5030,4.8409576,8.490921,0.7348175
5040,4.879242,8.447754,0.739563
5051,4.9749146,8.380585,0.76808167
5060,4.9749146,8.500534,0.7538147
5070,4.979706,8.519714,0.8013458
5080,5.0323334,8.567688,0.80610657
5090,5.0036316,8.601273,0.739563
5100,4.979706,8.606064,0.725296
5110,4.946228,8.634842,0.6825409
5120,4.984497,8.577286,0.725296
5131,5.017975,8.567688,0.6872864
5140,4.9749146,8.553284,0.7633209
5150,4.9079437,8.53891,0.8393707
5160,4.941437,8.48613,0.8298645
5170,5.0036316,8.433365,0.7538147
5180,4.9701385,8.510117,0.7775879
5190,4.9318695,8.606064,0.7348175
5201,4.9653473,8.61087,0.7490692
5210,4.917511,8.639648,0.7062988
5220,4.9031525,8.534103,0.6635132
5230,4.884018,8.510117,0.69677734
5240,4.8266144,8.462128,0.73005676
5250,4.8266144,8.404572,0.79660034
5260,4.95578,8.323013,0.8583832
5270,5.0371246,8.342209,0.90589905
5281,5.0323334,8.471741,0.9581909
5290,4.989273,8.55809,0.8631439
5300,5.008423,8.553284,0.7538147
5310,4.9605713,8.567688,0.5827179
5320,4.888809,8.615662,0.50193787
5330,4.8744507,8.534103,0.5684662
5340,4.9031525,8.48613,0.6492615
5350,4.8457336,8.428558,0.7728424
5361,4.9079437,8.418961,0.9011688
5370,4.9031525,8.418961,0.9629364
5380,4.8936005,8.442947,0.96769714
5390,4.95578,8.490921,0.920166
5400,4.8936005,8.53891,0.81559753
5410,4.8648834,8.620453,0.63975525
5420,4.8074646,8.64444,0.55895996
5430,4.74527,8.639648,0.49241638
5441,4.7357025,8.529297,0.49241638
5450,4.711792,8.442947,0.5779724
5460,4.644806,8.361389,0.7205658
5470,4.754837,8.303833,0.8441162
5480,4.711792,8.2990265,0.9106598
5490,4.7404785,8.29422,1.005722
5500,4.7404785,8.342209,0.91542053
5511,4.860092,8.303833,0.725296
5520,4.917511,8.394974,0.5684662
5530,4.922287,8.562897,0.535202
5540,5.051483,8.634842,0.51142883
5550,5.1375885,8.596466,0.58747864
5560,5.214142,8.543701,0.6825409
5570,5.175873,8.514908,0.80610657
5580,5.1041107,8.50531,1.0009613
5590,5.0036316,8.495728,1.0152283
5600,4.979706,8.442947,1.0009613
5610,4.8696747,8.418961,0.92967224
5620,4.8409576,8.3901825,0.81559753
5630,4.778763,8.423752,0.725296
5640,4.8314056,8.380585,0.7110443
5650,4.9127197,8.428558,0.6635132
5660,4.979706,8.409363,0.71580505
5670,5.0036316,8.428558,0.7823334
5681,5.022766,8.404572,0.8441162
5690,5.027542,8.418961,0.825119
5700,5.013199,8.442947,0.80610657
5710,4.9988556,8.418961,0.79660034
5720,4.989273,8.385376,0.75857544
5730,4.946228,8.394974,0.7110443
5740,4.9366455,8.471741,0.67778015
5750,4.951004,8.514908,0.6825409
5761,4.95578,8.519714,0.7348175
5770,4.979706,8.524521,0.6872864
5780,4.989273,8.457352,0.73005676
5790,4.9988556,8.500534,0.7728424
5800,5.013199,8.495728,0.76808167
5810,5.022766,8.529297,0.7348175
5820,5.013199,8.59166,0.725296
5830,4.9749146,8.567688,0.739563
5840,5.013199,8.59166,0.67778015
5851,4.989273,8.577286,0.71580505
5860,4.9701385,8.553284,0.7348175
5870,4.95578,8.500534,0.7110443
5880,5.008423,8.438156,0.6730194
5890,4.989273,8.442947,0.7062988
5900,5.0036316,8.452545,0.73005676
5910,5.027542,8.457352,0.725296
5920,4.984497,8.529297,0.63975525
5930,4.8936005,8.4813385,0.5922394
5940,4.951004,8.418961,0.6207428
5950,4.946228,8.442947,0.6682739
5960,4.922287,8.414169,0.825119
5970,4.941437,8.3901825,0.8726349
5980,4.989273,8.385376,0.9106598
5990,4.917511,8.370987,0.8726349
6000,4.9270782,8.347,0.85362244
6010,4.9270782,8.284637,0.7348175
6021,4.898361,8.27504,0.6540222
6030,4.95578,8.380585,0.6112366
6040,4.884018,8.50531,0.59698486
6050,4.884018,8.577286,0.6730194
6060,4.9270782,8.567688,0.7348175
6070,4.9079437,8.48613,0.83462524
6080,4.9366455,8.4813385,0.91542053
6090,4.9701385,8.462128,0.93917847
6100,4.951004,8.466934,0.92967224
6111,4.984497,8.452545,0.8441162
6120,4.979706,8.510117,0.75857544
6130,4.9079437,8.601273,0.67778015
6140,4.888809,8.673233,0.6730194
6150,4.9701385,8.663635,0.7110443
6160,4.922287,8.69722,0.74432373
6171,4.9940643,8.601273,0.88690186
6180,4.9749146,8.582077,0.8821411
6190,4.946228,8.428558,0.8726349
6200,4.946228,8.370987,0.80610657
6210,4.9079437,8.385376,0.8108673
6220,4.860092,8.438156,0.8393707
6230,4.8074646,8.495728,0.84887695
6241,4.8648834,8.534103,0.7918396
6250,4.817047,8.514908,0.7633209
6260,4.78833,8.4813385,0.73005676
6270,4.783539,8.4813385,0.7015381
6280,4.74527,8.476532,0.6825409
6290,4.7978973,8.466934,0.6682739
